,0
0,19961.545465831645
1,33752.51866134168
2,14339.661965157275
3,12947.735139503984
4,6609.808191896544
5,9443.844975068581
6,10564.082092600787
7,27067.1648778807
8,10004.5132625934
9,7435.80945750575
10,13431.546806666478
11,1517667902996451.5
12,10035.111029651156
13,11212.096742586702
14,9777.761391388467
15,7638.378008778069
